"year","month","day","country","region","city","attacktype","nkill","nwound"
1990,3,6,Israel,Middle East & North Africa,"Beit Hanoun",Assassination,1,0
1990,4,6,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,4,10,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1990,4,10,Israel,Middle East & North Africa,"Beit Safara",Armed Assault,0,0
1990,4,10,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1990,4,19,Israel,Middle East & North Africa,"Tel Aviv",Armed Assault,0,9
1990,4,22,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1990,4,24,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
1990,4,24,Israel,Middle East & North Africa,"Qatzir",Bombing/Explosion,0,0
1990,5,11,Israel,Middle East & North Africa,"Assira al-Shamaliya",Hostage Taking (Kidnapping),1,0
1990,5,20,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1990,5,20,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1990,5,22,Israel,Middle East & North Africa,"Haifa",Assassination,0,1
1990,5,22,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1990,5,28,Israel,Middle East & North Africa,"Rishon al Ziyyon",Bombing/Explosion,0,0
1990,5,30,Israel,Middle East & North Africa,"Ga'ash",Bombing/Explosion,0,0
1990,5,30,Israel,Middle East & North Africa,"Nitzamin",Bombing/Explosion,4,0
1990,6,1,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1990,6,1,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1990,6,1,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1990,6,2,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1990,6,3,Israel,Middle East & North Africa,"Northern Israel",Armed Assault,0,0
1990,6,4,Israel,Middle East & North Africa,"Beit Sahour",Assassination,1,0
1990,6,5,Israel,Middle East & North Africa,"Ness Ziona",Assassination,0,1
1990,6,6,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1990,6,8,Israel,Middle East & North Africa,"Eibad",Assassination,1,0
1990,6,12,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,6,14,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,6,23,Israel,Middle East & North Africa,"Unknown",Bombing/Explosion,2,0
1990,6,23,Israel,Middle East & North Africa,"Ein Gedi",Bombing/Explosion,0,4
1990,6,25,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1990,6,26,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,2
1990,7,1,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,3
1990,7,6,Israel,Middle East & North Africa,"Kufr Jammal",Assassination,1,0
1990,7,8,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,7,8,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1990,7,25,Israel,Middle East & North Africa,"Abu-Ghawsh",Assassination,0,1
1990,7,28,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,1,18
1990,8,7,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1990,8,9,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
1990,8,19,Israel,Middle East & North Africa,"Ram-on Tannah",Bombing/Explosion,0,0
1990,8,21,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,8,23,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
1990,8,25,Israel,Middle East & North Africa,"Silat al-Harithiya",Hostage Taking (Kidnapping),1,0
1990,8,25,Israel,Middle East & North Africa,"Kufr Naame",Hostage Taking (Kidnapping),1,0
1990,9,1,Israel,Middle East & North Africa,"Nazareth",Facility/Infrastructure Attack,0,0
1990,9,7,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
1990,9,10,Israel,Middle East & North Africa,"Petah Tiqva",Bombing/Explosion,0,0
1990,9,10,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
1990,9,18,Israel,Middle East & North Africa,"not stated *",Assassination,1,0
1990,9,19,Israel,Middle East & North Africa,"Ketziot",Assassination,1,0
1990,9,30,Israel,Middle East & North Africa,"Ashdod",Bombing/Explosion,1,0
1990,10,3,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,2
1990,10,6,Israel,Middle East & North Africa,"Beit Hanoun",Assassination,1,0
1990,10,8,Israel,Middle East & North Africa,"Jerusalem",Unarmed Assault,21,115
1990,10,21,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,10,21,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1990,10,21,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,10,21,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,10,23,Israel,Middle East & North Africa,"Qarawat Bani-Zayd",Assassination,1,0
1990,10,23,Israel,Middle East & North Africa,"town unk",Assassination,1,0
1990,10,30,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,10,30,Israel,Middle East & North Africa,"Sartah",Armed Assault,0,0
1990,10,30,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,1,2
1990,11,1,Israel,Middle East & North Africa,"Rishon Lezion",Assassination,0,1
1990,11,9,Israel,Middle East & North Africa,"Shati refugee camp",Assassination,1,0
1990,11,10,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,11,13,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,2
1990,11,16,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1990,11,17,Israel,Middle East & North Africa,"Jaba",Hostage Taking (Kidnapping),1,2
1990,11,25,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1990,11,27,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1990,12,1,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,1,2
1990,12,2,Israel,Middle East & North Africa,"Tel Aviv",Assassination,1,3
1990,12,5,Israel,Middle East & North Africa,"Ain Siniya",Armed Assault,0,3
1990,12,13,Israel,Middle East & North Africa,"Petah Tiova",Armed Assault,0,2
1990,12,13,Israel,Middle East & North Africa,"Tel Aviv",Assassination,0,2
1990,12,14,Israel,Middle East & North Africa,"Jaffa",Assassination,3,0
1990,12,19,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1990,12,19,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1990,12,27,Israel,Middle East & North Africa,"Gush 'Etzyon Junction",Assassination,0,3
1990,12,30,Israel,Middle East & North Africa,"Haifa",Assassination,1,0
1990,12,31,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,0
1991,1,10,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1991,3,10,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1991,3,10,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1991,3,10,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1991,3,10,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1991,3,16,Israel,Middle East & North Africa,"Nes Ziyyona",Assassination,1,0
1991,3,21,Israel,Middle East & North Africa,"Hod Hasharon",Assassination,0,1
1991,3,27,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1991,3,28,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,1
1991,4,2,Israel,Middle East & North Africa,"Kabatiya",Assassination,1,0
1991,4,2,Israel,Middle East & North Africa,"Kabatiya",Assassination,1,0
1991,4,2,Israel,Middle East & North Africa,"Bireh",Assassination,1,0
1991,4,12,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1991,4,16,Israel,Middle East & North Africa,"Kibbutz Neveh Ur",Armed Assault,1,3
1991,4,16,Israel,Middle East & North Africa,"Bet She'an Valley",Armed Assault,0,1
1991,5,15,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1991,5,17,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,0
1991,5,17,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,0
1991,5,18,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
1991,5,31,Israel,Middle East & North Africa,"Nuseirat",Bombing/Explosion,1,11
1991,6,9,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,0
1991,6,15,Israel,Middle East & North Africa,"Hamra",Assassination,0,3
1991,6,15,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1991,6,28,Israel,Middle East & North Africa,"Arabe",Assassination,1,0
1991,6,29,Israel,Middle East & North Africa,"Masua",Assassination,1,0
1991,7,3,Israel,Middle East & North Africa,"Mount Hermon",Bombing/Explosion,1,0
1991,7,15,Israel,Middle East & North Africa,"Natanya",Assassination,0,3
1991,7,16,Israel,Middle East & North Africa,"Kalansuwa",Hijacking,0,0
1991,7,25,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,1
1991,7,29,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1991,8,7,Israel,Middle East & North Africa,"Al-Shaja'Iyha",Bombing/Explosion,0,0
1991,8,9,Israel,Middle East & North Africa,"Rishon Letzion",Assassination,1,0
1991,8,13,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1991,8,24,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1991,8,24,Israel,Middle East & North Africa,"Bet Zayit",Bombing/Explosion,0,0
1991,8,24,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,3
1991,8,28,Israel,Middle East & North Africa,"Tel Aviv",Assassination,0,0
1991,9,6,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1991,9,7,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1991,9,14,Israel,Middle East & North Africa,"al-Masahiliya",Armed Assault,1,0
1991,9,16,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,0,2
1991,9,22,Israel,Middle East & North Africa,"Hermon",Armed Assault,3,0
1991,9,26,Israel,Middle East & North Africa,"Moshav Kadima",Assassination,1,0
1991,10,2,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1991,10,2,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1991,10,2,Israel,Middle East & North Africa,"Jarara Village",Hostage Taking (Kidnapping),1,0
1991,10,11,Israel,Middle East & North Africa,"Tel Aviv",Armed Assault,2,11
1991,10,16,Israel,Middle East & North Africa,"Tel Aviv",Assassination,0,1
1991,10,21,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,0
1991,10,27,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1991,10,27,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
1991,10,28,Israel,Middle East & North Africa,"Tarat Karmel",Assassination,0,0
1991,10,29,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1991,11,1,Israel,Middle East & North Africa,"Daliyat al-Karmil",Armed Assault,0,0
1991,11,6,Israel,Middle East & North Africa,"Qabatiyah",Assassination,0,0
1991,11,6,Israel,Middle East & North Africa,"Qabatiyah",Unarmed Assault,0,1
1991,11,11,Israel,Middle East & North Africa,"Western Negev",Armed Assault,4,0
1991,11,21,Israel,Middle East & North Africa,"Kfar Hounch",Bombing/Explosion,0,2
1991,11,21,Israel,Middle East & North Africa,"Kfar Hounch",Bombing/Explosion,0,0
1991,11,24,Israel,Middle East & North Africa,"Zelafa",Assassination,0,1
1991,11,29,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1991,11,30,Israel,Middle East & North Africa,"Kabatiya",Assassination,1,2
1991,12,6,Israel,Middle East & North Africa,"Qabatiyah *",Bombing/Explosion,0,0
1991,12,19,Israel,Middle East & North Africa,"Qabatiyeh",Assassination,1,0
1992,1,1,Israel,Middle East & North Africa,"Dir al-Balah",Assassination,1,0
1992,1,5,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1992,1,18,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,1,26,Israel,Middle East & North Africa,"Kafr Rai",Assassination,3,0
1992,1,31,Israel,Middle East & North Africa,"Jerusalem",Unarmed Assault,0,1
1992,2,10,Israel,Middle East & North Africa,"Banisuela",Armed Assault,0,0
1992,2,10,Israel,Middle East & North Africa,"Halhoul",Armed Assault,0,0
1992,2,15,Israel,Middle East & North Africa,"Umm al-Fahm",Assassination,3,0
1992,2,17,Israel,Middle East & North Africa,"Moshav Shuva",Assassination,0,1
1992,2,21,Israel,Middle East & North Africa,"Qalquilya",Assassination,0,1
1992,2,21,Israel,Middle East & North Africa,"Kfar Saba",Assassination,1,3
1992,2,23,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
1992,2,29,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1992,3,1,Israel,Middle East & North Africa,"Dabchel Hill",Armed Assault,3,0
1992,3,16,Israel,Middle East & North Africa,"Jaffa",Assassination,2,19
1992,3,19,Israel,Middle East & North Africa,"Kufr Qaddoum",Unknown,1,0
1992,3,19,Israel,Middle East & North Africa,"Qabatiyeh",Hostage Taking (Barricade Incident),1,0
1992,4,13,Israel,Middle East & North Africa,"Zabadda",Assassination,1,0
1992,4,26,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1992,5,12,Israel,Middle East & North Africa,"North Israel",Bombing/Explosion,0,0
1992,5,13,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,5,17,Israel,Middle East & North Africa,"Beit Lahya",Assassination,1,0
1992,5,22,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,5,24,Israel,Middle East & North Africa,"Bat Yam",Assassination,1,0
1992,5,27,Israel,Middle East & North Africa,"Kfar Darom Settlement",Assassination,0,1
1992,5,27,Israel,Middle East & North Africa,"Near Kfar Darom",Facility/Infrastructure Attack,0,0
1992,5,27,Israel,Middle East & North Africa,"Kfar Darom",Unknown,0,0
1992,5,27,Israel,Middle East & North Africa,"Kfar Darom",Unknown,0,0
1992,5,29,Israel,Middle East & North Africa,"Eilat",Armed Assault,3,0
1992,5,31,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,6,10,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1992,6,10,Israel,Middle East & North Africa,"Kiryat Sprinzak",Armed Assault,0,1
1992,6,10,Israel,Middle East & North Africa,"Beit Shemesh",Armed Assault,0,1
1992,6,27,Israel,Middle East & North Africa,"Roi",Assassination,0,1
1992,7,7,Israel,Middle East & North Africa,"Raanana",Assassination,1,0
1992,7,12,Israel,Middle East & North Africa,"Unknown",Unknown,0,1
1992,7,28,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
1992,7,30,Israel,Middle East & North Africa,"Jerusalem",Assassination,2,1
1992,8,15,Israel,Middle East & North Africa,"Rummaneh",Armed Assault,1,0
1992,8,15,Israel,Middle East & North Africa,"Nusseirat",Unarmed Assault,0,6
1992,8,19,Israel,Middle East & North Africa,"Kfar Yavits",Assassination,1,0
1992,8,23,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1992,9,4,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,9,4,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,9,10,Israel,Middle East & North Africa,"Nusseirat",Assassination,1,0
1992,9,10,Israel,Middle East & North Africa,"Jerusalem",Unarmed Assault,0,1
1992,9,12,Israel,Middle East & North Africa,"Haifa",Assassination,1,0
1992,9,15,Israel,Middle East & North Africa,"Haifa",Assassination,0,2
1992,9,22,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1992,9,23,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,9,23,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,9,23,Israel,Middle East & North Africa,"Jezreel Valley",Assassination,0,1
1992,9,30,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1992,10,5,Israel,Middle East & North Africa,"Halhoul",Assassination,0,1
1992,10,7,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,10,12,Israel,Middle East & North Africa,"Jerusalem",Unknown,0,0
1992,10,15,Israel,Middle East & North Africa,"Northern Israel",Assassination,1,0
1992,10,16,Israel,Middle East & North Africa,"Megiddo Junction",Unarmed Assault,0,4
1992,10,16,Israel,Middle East & North Africa,"Megiddo Junction",Armed Assault,0,0
1992,10,16,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1992,10,17,Israel,Middle East & North Africa,"Matityahu",Bombing/Explosion,1,10
1992,10,23,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1992,10,26,Israel,Middle East & North Africa,"Hableh",Armed Assault,0,1
1992,10,27,Israel,Middle East & North Africa,"Kiryat Shmona",Bombing/Explosion,1,5
1992,11,1,Israel,Middle East & North Africa,"Erez Junction",Unarmed Assault,0,0
1992,11,16,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,12
1992,11,16,Israel,Middle East & North Africa,"Jerusalem",Unarmed Assault,0,6
1992,11,17,Israel,Middle East & North Africa,"al-Ram Junction",Unarmed Assault,0,9
1992,11,21,Israel,Middle East & North Africa,"Arabba",Armed Assault,2,0
1992,11,22,Israel,Middle East & North Africa,"Kiryat Shmona",Bombing/Explosion,0,0
1992,11,22,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,2
1992,11,30,Israel,Middle East & North Africa,"Ashdot Yaacov",Assassination,0,1
1992,12,3,Israel,Middle East & North Africa,"al-Dabshah",Bombing/Explosion,0,0
1992,12,8,Israel,Middle East & North Africa,"Ramla",Bombing/Explosion,0,0
1992,12,10,Israel,Middle East & North Africa,"Self Defense Zone",Bombing/Explosion,0,4
1992,12,13,Israel,Middle East & North Africa,"Lod",Hostage Taking (Kidnapping),1,0
1992,12,14,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,2
1992,12,26,Israel,Middle East & North Africa,"Jerusalem",Unarmed Assault,1,0
1994,1,6,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,1
1994,1,21,Israel,Middle East & North Africa,"Rishon Lezion",Assassination,1,0
1994,1,23,Israel,Middle East & North Africa,"Saniriya",Assassination,1,0
1994,1,24,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,1
1994,2,10,Israel,Middle East & North Africa,"Rehovot",Assassination,1,0
1994,2,13,Israel,Middle East & North Africa,"Beitounia",Armed Assault,1,2
1994,2,15,Israel,Middle East & North Africa,"Ashdod",Assassination,0,1
1994,2,17,Israel,Middle East & North Africa,"Halhoul",Unarmed Assault,0,4
1994,2,19,Israel,Middle East & North Africa,"Barkan",Armed Assault,1,0
1994,2,23,Israel,Middle East & North Africa,"Dimona",Hostage Taking (Kidnapping),0,1
1994,3,22,Israel,Middle East & North Africa,"Halhoul",Armed Assault,0,0
1994,3,23,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1994,3,29,Israel,Middle East & North Africa,"Tel Aviv",Assassination,1,0
1994,3,31,Israel,Middle East & North Africa,"Bnei Yaish Collective",Assassination,1,0
1994,4,4,Israel,Middle East & North Africa,"Dir al-Balah",Unarmed Assault,0,6
1994,4,6,Israel,Middle East & North Africa,"Afula",Bombing/Explosion,8,50
1994,4,7,Israel,Middle East & North Africa,"Ashdod",Assassination,1,4
1994,4,13,Israel,Middle East & North Africa,"Hadera",Bombing/Explosion,5,20
1994,4,13,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1994,4,18,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,4
1994,4,23,Israel,Middle East & North Africa,"Neve Dekalim",Assassination,1,2
1994,4,24,Israel,Middle East & North Africa,"Halhoul",Unknown,0,2
1994,4,27,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,2
1994,5,10,Israel,Middle East & North Africa,"Mazat el-Sharkiya",Armed Assault,0,3
1994,5,10,Israel,Middle East & North Africa,"Yehud",Armed Assault,1,0
1994,5,26,Israel,Middle East & North Africa,"Kafah",Armed Assault,0,1
1994,6,28,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1994,7,6,Israel,Middle East & North Africa,"Kufr Aquab",Hostage Taking (Kidnapping),1,0
1994,7,23,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1994,7,29,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1994,8,7,Israel,Middle East & North Africa,"Giuatayim",Bombing/Explosion,0,1
1994,8,12,Israel,Middle East & North Africa,"Arab East Jerusalem",Armed Assault,0,4
1994,8,12,Israel,Middle East & North Africa,"Jerusalem",Unknown,2,4
1994,8,26,Israel,Middle East & North Africa,"Ramle",Armed Assault,0,0
1994,9,4,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,2
1994,9,9,Israel,Middle East & North Africa,"Halhoul",Armed Assault,1,0
1994,9,23,Israel,Middle East & North Africa,"Ashdod",Assassination,1,0
1994,10,5,Israel,Middle East & North Africa,"Bethany",Bombing/Explosion,0,4
1994,10,7,Israel,Middle East & North Africa,"Bersheba",Bombing/Explosion,0,1
1994,10,7,Israel,Middle East & North Africa,"Beersheba",Bombing/Explosion,0,0
1994,10,9,Israel,Middle East & North Africa,"West Jerusalem",Armed Assault,4,14
1994,10,19,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,23,42
1994,10,20,Israel,Middle East & North Africa,"Western Galilee",Bombing/Explosion,0,0
1994,10,21,Israel,Middle East & North Africa,"Northern Israel",Bombing/Explosion,0,0
1994,10,21,Israel,Middle East & North Africa,"Northern Israel",Bombing/Explosion,0,0
1994,10,26,Israel,Middle East & North Africa,"Northern Israel",Bombing/Explosion,0,0
1994,11,15,Israel,Middle East & North Africa,"Haifa",Unknown,0,0
1994,11,18,Israel,Middle East & North Africa,"Tel Aviv",Assassination,1,0
1994,11,23,Israel,Middle East & North Africa,"Jerusalem",Facility/Infrastructure Attack,0,0
1994,11,25,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,1
1994,11,30,Israel,Middle East & North Africa,"Tel Aviv",Unarmed Assault,0,1
1994,11,30,Israel,Middle East & North Africa,"Afvla",Assassination,1,0
1994,12,14,Israel,Middle East & North Africa,"QalQilya",Bombing/Explosion,0,2
1994,12,25,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,1,13
1995,1,11,Israel,Middle East & North Africa,"Kisufim",Bombing/Explosion,0,2
1995,1,12,Israel,Middle East & North Africa,"Kissufim",Bombing/Explosion,1,2
1995,1,26,Israel,Middle East & North Africa,"Keisan",Armed Assault,0,0
1995,2,13,Israel,Middle East & North Africa,"Jerusalem",Assassination,1,0
1995,3,1,Israel,Middle East & North Africa,"Jerusalem",Assassination,0,1
1995,3,7,Israel,Middle East & North Africa,"AShod",Unknown,0,1
1995,11,4,Israel,Middle East & North Africa,"Tel Aviv",Assassination,1,1
1995,6,23,Israel,Middle East & North Africa,"Galilee",Bombing/Explosion,1,8
1995,7,24,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,7,32
1995,8,8,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,0
1995,8,21,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,6,100
1995,9,19,Israel,Middle East & North Africa,"Qalqilyah",Assassination,1,0
1996,2,4,Israel,Middle East & North Africa,"Afula",Assassination,0,1
1996,2,25,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,26,50
1996,2,25,Israel,Middle East & North Africa,"Ashkelon",Bombing/Explosion,2,34
1996,2,26,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,3,11
1996,3,3,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,20,9
1996,3,4,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,13,105
1996,4,9,Israel,Middle East & North Africa,"Galilee",Bombing/Explosion,0,6
1996,4,18,Israel,Middle East & North Africa,"Kiryat Shmona",Bombing/Explosion,1,0
1996,5,13,Israel,Middle East & North Africa,"Jerusalem",Hostage Taking (Kidnapping),0,1
1996,5,15,Israel,Middle East & North Africa,"Tel Aviv",Armed Assault,0,1
1996,5,31,Israel,Middle East & North Africa,"Julis",Armed Assault,0,0
1996,6,9,Israel,Middle East & North Africa,"Geffen",Armed Assault,2,0
1996,6,26,Israel,Middle East & North Africa,"Moshav Na'Aran",Armed Assault,3,2
1996,10,9,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,0,0
1996,11,7,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,5
1996,12,22,Israel,Middle East & North Africa,"Galilee/SDE Nehemia",Bombing/Explosion,1,0
1997,1,9,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,6
1997,1,9,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,6
1997,3,13,Israel,Middle East & North Africa,"Naharayim",Armed Assault,2,15
1997,3,21,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,4,47
1997,5,17,Israel,Middle East & North Africa,"Tira",Assassination,1,0
1997,7,22,Israel,Middle East & North Africa,"Old Jaffa",Armed Assault,0,10
1997,7,23,Israel,Middle East & North Africa,"Gilo Settlement",Unarmed Assault,0,0
1997,7,30,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,15,170
1997,8,13,Israel,Middle East & North Africa,"Neveg Desert",Armed Assault,1,1
1997,9,4,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,7,192
1997,10,5,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,0
1997,11,20,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,1,1
1997,12,25,Israel,Middle East & North Africa,"Tel Aviv",Unknown,0,0
1998,2,11,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,1,0
1998,3,13,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,5
1998,3,14,Israel,Middle East & North Africa,"Afula",Bombing/Explosion,0,1
1998,4,6,Israel,Middle East & North Africa,"Metulla",Bombing/Explosion,1,3
1998,7,13,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
1998,7,19,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
1998,8,25,Israel,Middle East & North Africa,"Kiryat Shemona",Bombing/Explosion,12,0
1998,8,27,Israel,Middle East & North Africa,"Tel Aviv",Bombing/Explosion,0,21
1998,9,24,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,0,1
1998,10,13,Israel,Middle East & North Africa,"Jerusalem",Armed Assault,1,1
1998,10,19,Israel,Middle East & North Africa,"Beersheva",Bombing/Explosion,0,65
1998,10,26,Israel,Middle East & North Africa,"Kiryat Arba",Armed Assault,1,0
1998,10,26,Israel,Middle East & North Africa,"Itamar",Armed Assault,1,0
1998,11,6,Israel,Middle East & North Africa,"Jerusalem",Bombing/Explosion,2,21
1999,5,18,Israel,Middle East & North Africa,"Kiryat Shemona",Bombing/Explosion,0,9
1999,6,24,Israel,Middle East & North Africa,"Kiryat Shemona",Bombing/Explosion,2,1
1999,8,10,Israel,Middle East & North Africa,"Rehovot",Armed Assault,1,6
1999,8,14,Israel,Middle East & North Africa,"Netanya",Bombing/Explosion,0,0
1999,9,5,Israel,Middle East & North Africa,"Haifa",Bombing/Explosion,1,0
1999,9,15,Israel,Middle East & North Africa,"Tiberias",Bombing/Explosion,2,4
